dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1625025600,2021-06-30 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.84,,12.06,13.6,13.79,15.18,1019,,,89,0.08,331,,0.34,,,,100,500,Rain,light rain,10n
1625029200,2021-06-30 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.45,14.99,14.18,15.55,1020,,,90,0.64,226,,0.16,,,,100,500,Rain,light rain,10n
1625032800,2021-06-30 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.79,15.05,14.18,15.55,1019,,,92,0.84,226,,0.19,,,,100,500,Rain,light rain,10n
1625036400,2021-06-30 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.62,15.02,14.18,15.55,1019,,,91,1.01,219,,0.68,,,,100,500,Rain,light rain,10n
1625040000,2021-06-30 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.96,15.07,14.18,15.55,1018,,,93,1,226,,0.88,,,,100,500,Rain,light rain,10n
1625043600,2021-06-30 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,12.89,14.04,13.79,14.99,1019,,,92,0.95,234,,0.79,,,,100,500,Rain,light rain,10n
1625047200,2021-06-30 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.54,14,13.79,14.43,1018,,,97,0.85,259,,0.76,,,,100,500,Rain,light rain,10n
1625050800,2021-06-30 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.38,13.97,13.79,14.43,1018,,,96,0.76,245,,0.68,,,,96,500,Rain,light rain,10n
1625054400,2021-06-30 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.38,13.97,13.79,14.43,1018,,,96,0.46,229,,0.56,,,,95,500,Rain,light rain,10n
1625058000,2021-06-30 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.45,15,14.18,14.99,1019,,,97,0.47,300,,0.34,,,,99,500,Rain,light rain,10d
1625061600,2021-06-30 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.29,14.97,14.89,15.18,1020,,,96,0.92,355,,0.31,,,,96,500,Rain,light rain,10d
1625065200,2021-06-30 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.13,14.95,14.89,15.18,1020,,,95,1.2,24,,0.19,,,,98,500,Rain,light rain,10d
1625068800,2021-06-30 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.18,,14.06,15.18,14.89,17.18,1019,,,93,1.52,36,,0.56,,,,99,500,Rain,light rain,10d
1625072400,2021-06-30 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.47,,15.53,18.54,15.89,20.18,1019,,,83,1.96,32,,0.54,,,,98,500,Rain,light rain,10d
1625076000,2021-06-30 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.26,,15.53,19.3,16.89,22.18,1018,,,79,2.13,30,,0.39,,,,95,500,Rain,light rain,10d
1625079600,2021-06-30 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.76,,15.41,19.78,19.43,23.18,1017,,,76,1.77,22,,0.23,,,,95,500,Rain,light rain,10d
1625083200,2021-06-30 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.24,,13.92,20.07,19.89,21.18,1016,,,67,1.33,1,,0.28,,,,95,500,Rain,light rain,10d
1625086800,2021-06-30 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,14.75,21.77,21.57,25.18,1014,,,64,1.44,50,,0.19,,,,90,500,Rain,light rain,10d
1625090400,2021-06-30 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.11,,14.28,20.97,20.46,24.18,1012,,,65,1.17,23,,0.6,,,,94,500,Rain,light rain,10d
1625094000,2021-06-30 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.09,,14.45,19.98,18.89,24.18,1015,,,70,1.69,9,,0.94,,,,99,500,Rain,light rain,10d
1625097600,2021-07-01 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.66,,14.55,17.62,15.18,19.99,1016,,,82,2.15,356,,3.03,,,,99,501,Rain,moderate rain,10d
1625101200,2021-07-01 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.38,,14.83,17.39,15.18,17.89,1018,,,85,1.55,343,,1.77,,,,100,501,Rain,moderate rain,10d
1625104800,2021-07-01 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.44,,13.81,15.39,14.89,16.1,1018,,,90,0.82,337,,0.47,,,,100,500,Rain,light rain,10n
1625108400,2021-07-01 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.49,15.83,15.18,16.1,1019,,,92,1.05,13,,0.25,,,,100,500,Rain,light rain,10n
1625112000,2021-07-01 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.33,15.8,15.46,16.18,1019,,,91,1.16,346,,0.15,,,,100,500,Rain,light rain,10n
1625115600,2021-07-01 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.67,,14.04,15.64,15.18,15.89,1019,,,90,1.1,327,,,,,,100,804,Clouds,overcast clouds,04n
1625119200,2021-07-01 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,13.98,15.75,15.18,16.1,1019,,,89,1.16,322,,,,,,100,804,Clouds,overcast clouds,04n
1625122800,2021-07-01 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.15,15.77,14.18,16.1,1018,,,90,1.18,332,,0.12,,,,100,500,Rain,light rain,10n
1625126400,2021-07-01 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.33,15.8,14.18,16.1,1018,,,91,1.25,355,,,,,,100,804,Clouds,overcast clouds,04n
1625130000,2021-07-01 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.49,15.83,15.18,16.1,1018,,,92,1.12,15,,,,,,100,804,Clouds,overcast clouds,04n
1625133600,2021-07-01 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.67,15.7,15.18,15.89,1017,,,94,1.14,333,,0.2,,,,99,500,Rain,light rain,10n
1625137200,2021-07-01 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.83,15.73,15.18,15.89,1018,,,95,1.05,328,,,,,,100,804,Clouds,overcast clouds,04n
1625140800,2021-07-01 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.83,15.73,14.18,15.89,1017,,,95,0.81,319,,,,,,100,804,Clouds,overcast clouds,04n
1625144400,2021-07-01 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.47,,14.51,15.53,14.99,15.89,1018,,,94,0.62,7,,,,,,100,804,Clouds,overcast clouds,04d
1625148000,2021-07-01 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.15,15.77,15.18,16.1,1019,,,90,1,32,,0.11,,,,100,500,Rain,light rain,10d
1625151600,2021-07-01 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.3,,14.31,16.28,15.46,20.18,1019,,,88,1.51,25,,,,,,97,804,Clouds,overcast clouds,04d
1625155200,2021-07-01 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,14.67,17.75,17.68,20.18,1019,,,82,1.56,10,,,,,,97,804,Clouds,overcast clouds,04d
1625158800,2021-07-01 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.93,,12.82,17.66,17.68,21.18,1019,,,72,1.3,359,,0.21,,,,97,500,Rain,light rain,10d
1625162400,2021-07-01 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.01,,12.98,18.74,18.79,24.18,1018,,,68,1.81,5,,0.27,,,,91,500,Rain,light rain,10d
1625166000,2021-07-01 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.17,,12.9,18.89,18.79,25.18,1017,,,67,2,5,,1.62,,,,98,501,Rain,moderate rain,10d
1625169600,2021-07-01 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.33,,12.55,18.02,17.89,23.18,1016,,,69,2.35,14,,2.82,,,,90,501,Rain,moderate rain,10d
1625173200,2021-07-01 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.58,,13.86,18.43,17.89,19.43,1016,,,74,2.08,29,,2.64,,,,95,501,Rain,moderate rain,10d
1625176800,2021-07-01 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.53,,13.26,17.32,16.89,18.32,1016,,,76,1.69,17,,1.1,,,,94,501,Rain,moderate rain,10d
1625180400,2021-07-01 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,13.09,17.55,17.68,18.18,1016,,,74,1.66,26,,0.4,,,,91,500,Rain,light rain,10d
1625184000,2021-07-02 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,14,17.97,17.18,18.88,1016,,,77,1.59,40,,0.41,,,,91,500,Rain,light rain,10d
1625187600,2021-07-02 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.58,,14.66,17.56,16.89,18.32,1017,,,83,0.98,44,,0.36,,,,96,500,Rain,light rain,10d
1625191200,2021-07-02 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.18,,14.82,17.2,16.18,18.32,1018,,,86,1.4,338,,0.34,,,,93,500,Rain,light rain,10n
1625194800,2021-07-02 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,15.06,16.79,15.18,16.89,1018,,,90,1.28,312,,0.47,,,,99,500,Rain,light rain,10n
1625198400,2021-07-02 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,14.48,15.98,15.18,16.66,1019,,,91,0.71,310,,0.21,,,,88,500,Rain,light rain,10n
1625202000,2021-07-02 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,14.65,16,15.18,16.66,1019,,,92,0.68,331,,0.24,,,,84,500,Rain,light rain,10n
1625205600,2021-07-02 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.49,15.83,14.18,16.1,1019,,,92,0.87,351,,0.27,,,,89,500,Rain,light rain,10n
1625209200,2021-07-02 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.49,15.83,14.18,16.1,1019,,,92,0.84,357,,,,,,96,804,Clouds,overcast clouds,04n
1625212800,2021-07-02 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.96,15.07,14.18,15.55,1019,,,93,0.96,351,,,,,,97,804,Clouds,overcast clouds,04n
1625216400,2021-07-02 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.13,14.95,14.18,14.99,1018,,,95,1.21,330,,,,,,100,804,Clouds,overcast clouds,04n
1625220000,2021-07-02 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,13.8,14.75,14.18,14.9,1017,,,94,1.03,58,,0.13,,,,99,500,Rain,light rain,10n
1625223600,2021-07-02 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,14.13,14.8,14.18,14.9,1019,,,96,0.7,54,,,,,,100,804,Clouds,overcast clouds,04n
1625227200,2021-07-02 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,13.8,14.75,14.18,14.9,1019,,,94,0.55,34,,0.2,,,,99,500,Rain,light rain,10n
1625230800,2021-07-02 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,13.97,14.77,14.18,14.9,1019,,,95,1.18,339,,0.37,,,,95,500,Rain,light rain,10d
1625234400,2021-07-02 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,13.63,14.87,14.18,14.99,1020,,,92,1.04,341,,0.17,,,,92,500,Rain,light rain,10d
1625238000,2021-07-02 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.55,,15.25,16.66,16.1,16.89,1020,,,92,0.89,24,,0.5,,,,97,500,Rain,light rain,10d
1625241600,2021-07-02 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,15.59,17.89,17.68,23.18,1019,,,87,1.37,16,,2.04,,,,98,501,Rain,moderate rain,10d
1625245200,2021-07-02 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.45,,14.15,18.34,17.68,24.18,1018,,,76,1.42,30,,1.34,,,,96,501,Rain,moderate rain,10d
1625248800,2021-07-02 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.47,,15.47,20.48,19.99,23.18,1017,,,73,0.88,43,,0.52,,,,96,500,Rain,light rain,10d
1625252400,2021-07-02 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.81,,16.32,21.9,19.18,22.89,1016,,,71,0.93,49,,0.47,,,,88,500,Rain,light rain,10d
1625256000,2021-07-02 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.55,,16.07,21.61,16.18,21.89,1014,,,71,0.47,81,,0.72,,,,100,500,Rain,light rain,10d
1625259600,2021-07-02 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.28,,15.59,21.29,14.89,22.72,1014,,,70,2.1,105,,0.65,,,,94,500,Rain,light rain,10d
1625263200,2021-07-02 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.88,,14.76,18.83,16.18,20.09,1018,,,77,2.76,127,,3.87,,,,99,501,Rain,moderate rain,10d
1625266800,2021-07-02 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.98,,12.72,15.75,15.89,16.18,1018,,,81,1.7,146,,7.26,,,,100,502,Rain,heavy intensity rain,10d
1625270400,2021-07-03 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,13.12,15.47,15.18,15.89,1017,,,85,0.11,137,,0.53,,,,100,500,Rain,light rain,10d
1625274000,2021-07-03 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,13.3,15.49,15.18,15.89,1018,,,86,0.78,144,,0.12,,,,100,500,Rain,light rain,10d
1625277600,2021-07-03 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14,15.6,14.18,15.89,1018,,,90,1.17,147,,,,,,100,804,Clouds,overcast clouds,04n
1625281200,2021-07-03 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.15,15.77,14.18,16.1,1019,,,90,1.71,166,,,,,,96,804,Clouds,overcast clouds,04n
1625284800,2021-07-03 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,13.48,15.52,14.18,15.89,1019,,,87,1.6,192,,,,,,95,804,Clouds,overcast clouds,04n
1625288400,2021-07-03 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,13.48,15.52,14.18,15.89,1020,,,87,1.14,195,,,,,,97,804,Clouds,overcast clouds,04n
1625292000,2021-07-03 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.28,,13.13,15.14,14.18,15.55,1020,,,87,1.42,214,,,,,,99,804,Clouds,overcast clouds,04n
1625295600,2021-07-03 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,12.6,14.71,13.18,14.99,1020,,,86,1.36,226,,,,,,100,804,Clouds,overcast clouds,04n
1625299200,2021-07-03 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,11.86,13.89,13.18,14.99,1020,,,86,1.42,220,,,,,,100,804,Clouds,overcast clouds,04n
1625302800,2021-07-03 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,12.06,13.76,13.18,14.43,1020,,,88,1.18,221,,,,,,100,804,Clouds,overcast clouds,04n
1625306400,2021-07-03 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.38,13.97,13.18,14.43,1020,,,96,1.36,219,,0.11,,,,100,500,Rain,light rain,10n
1625310000,2021-07-03 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.13,,13.34,14.08,13.18,14.43,1020,,,95,0.87,214,,0.25,,,,100,500,Rain,light rain,10n
1625313600,2021-07-03 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,12.9,13.89,12.18,14.43,1020,,,93,0.72,213,,0.38,,,,99,500,Rain,light rain,10n
1625317200,2021-07-03 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,12.89,14.04,13.18,14.99,1020,,,92,1,221,,0.5,,,,94,500,Rain,light rain,10d
1625320800,2021-07-03 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.68,,12.72,14.5,13.79,16.18,1021,,,88,1.02,207,,0.7,,,,65,500,Rain,light rain,10d
1625324400,2021-07-03 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,15.06,16.79,16.57,18.18,1020,,,90,1.26,198,,0.5,,,,87,500,Rain,light rain,10d
1625328000,2021-07-03 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,15.23,17.83,17.68,19.18,1020,,,85,1.92,193,,0.2,,,,75,500,Rain,light rain,10d
1625331600,2021-07-03 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.6,,14.69,18.55,17.68,19.43,1019,,,78,1.65,177,,0.18,,,,79,500,Rain,light rain,10d
1625335200,2021-07-03 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,15,19.3,18.79,20.55,1018,,,76,1.51,163,,0.71,,,,73,500,Rain,light rain,10d
1625338800,2021-07-03 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.92,,15.57,19.95,19.18,19.99,1017,,,76,1.74,148,,0.24,,,,58,500,Rain,light rain,10d
1625342400,2021-07-03 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.92,,14.94,19.87,19.89,21.18,1016,,,73,2.21,137,,1.06,,,,64,501,Rain,moderate rain,10d
1625346000,2021-07-03 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.13,,13.31,18.9,17.89,21.1,1017,,,69,3.34,167,,0.36,,,,93,500,Rain,light rain,10d
1625349600,2021-07-03 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.48,,14.09,19.34,18.18,21.1,1017,,,71,1.69,284,,0.21,,,,82,500,Rain,light rain,10d
1625353200,2021-07-03 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.03,,12.91,17.77,16.89,19.43,1018,,,72,2.2,339,,2.4,,,,85,501,Rain,moderate rain,10d
1625356800,2021-07-04 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.53,,12.22,17.19,16.18,18.32,1019,,,71,1.45,3,,0.13,,,,98,500,Rain,light rain,10d
1625360400,2021-07-04 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,11.58,16.46,16.18,17.21,1020,,,71,0.17,303,,0.16,,,,97,500,Rain,light rain,10d
1625364000,2021-07-04 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,12.51,15.69,15.18,16.66,1021,,,80,0.71,220,,,,,,100,804,Clouds,overcast clouds,04n
1625367600,2021-07-04 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,12.12,15.64,15.18,16.66,1021,,,78,0.65,238,,,,,,96,804,Clouds,overcast clouds,04n
1625371200,2021-07-04 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,11.97,15.08,14.18,16.66,1021,,,80,0.86,239,,,,,,88,804,Clouds,overcast clouds,04n
1625374800,2021-07-04 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,12.53,15.16,14.18,16.66,1021,,,83,0.77,235,,,,,,75,803,Clouds,broken clouds,04n
1625378400,2021-07-04 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,13.44,15.14,13.18,16.1,1021,,,89,0.85,230,,,,,,72,803,Clouds,broken clouds,04n
1625382000,2021-07-04 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.45,14.99,12.18,15.55,1020,,,90,1.34,225,,,,,,100,804,Clouds,overcast clouds,04n
1625385600,2021-07-04 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.63,,13.51,14.58,11.18,15.55,1020,,,93,1.62,220,,,,,,100,804,Clouds,overcast clouds,04n
1625389200,2021-07-04 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.41,,12.63,13.29,12.18,14.99,1020,,,95,1.65,224,,,,,,100,804,Clouds,overcast clouds,04n
1625392800,2021-07-04 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.03,,12.25,12.87,11.89,14.43,1019,,,95,1.68,230,,,,,,100,804,Clouds,overcast clouds,04n
1625396400,2021-07-04 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.03,,12.09,12.84,10.18,14.43,1020,,,94,1.59,236,,,,,,100,804,Clouds,overcast clouds,04n
1625400000,2021-07-04 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.03,,11.93,12.82,11.89,14.43,1020,,,93,1.78,235,,,,,,100,804,Clouds,overcast clouds,04n
1625403600,2021-07-04 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.48,,13.2,14.39,12.18,16.1,1020,,,92,1.73,238,,,,,,100,804,Clouds,overcast clouds,04d
1625407200,2021-07-04 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,13.25,15.27,13.18,16.66,1021,,,87,1.11,247,,,,,,100,804,Clouds,overcast clouds,04d
1625410800,2021-07-04 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.23,,15.75,17.38,15.89,18.88,1021,,,91,0.49,336,,,,,,88,804,Clouds,overcast clouds,04d
1625414400,2021-07-04 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,14.39,18.02,17.68,21.18,1020,,,79,1.24,19,,,,,,14,801,Clouds,few clouds,02d
1625418000,2021-07-04 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,13.07,19.81,19.89,23.18,1019,,,64,1.19,19,,0.37,,,,23,500,Rain,light rain,10d
1625421600,2021-07-04 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.11,,13.8,20.92,20.46,25.18,1018,,,63,1.24,36,,0.18,,,,31,500,Rain,light rain,10d
1625425200,2021-07-04 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.02,,14.9,21.95,21.57,24.18,1018,,,64,1.3,30,,,,,,42,802,Clouds,scattered clouds,03d
1625428800,2021-07-04 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.93,,16.48,23.03,16.18,23.32,1017,,,67,1.35,28,,0.12,,,,41,500,Rain,light rain,10d
1625432400,2021-07-04 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.07,,15.43,22.06,19.18,22.77,1015,,,66,1.7,61,,0.25,,,,49,500,Rain,light rain,10d
1625436000,2021-07-04 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.22,,12.88,17.95,15.89,23.18,1015,,,71,1.08,67,,0.36,,,,80,500,Rain,light rain,10d
1625439600,2021-07-04 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.41,,12.85,18.13,17.68,24.18,1017,,,70,1.79,125,,2.75,,,,100,501,Rain,moderate rain,10d
1625443200,2021-07-05 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,12.1,17.73,17.68,19.18,1018,,,68,0.4,56,,,,,,100,804,Clouds,overcast clouds,04d
1625446800,2021-07-05 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.93,,13.64,17.76,16.18,18.32,1018,,,76,0.62,306,,2.15,,,,100,501,Rain,moderate rain,10d
1625450400,2021-07-05 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,13.39,16.69,16.18,17.21,1019,,,80,1.14,262,,1.85,,,,100,501,Rain,moderate rain,10n
1625454000,2021-07-05 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,13.96,16.77,15.18,17.21,1019,,,83,1.42,224,,,,,,100,804,Clouds,overcast clouds,04n
1625457600,2021-07-05 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.35,,13.46,16.21,15.18,16.66,1019,,,83,1.43,225,,,,,,99,804,Clouds,overcast clouds,04n
1625461200,2021-07-05 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.79,15.87,15.18,16.66,1020,,,87,1.31,218,,,,,,95,804,Clouds,overcast clouds,04n
1625464800,2021-07-05 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,13.98,15.75,14.18,16.1,1019,,,89,1.44,224,,,,,,100,804,Clouds,overcast clouds,04n
1625468400,2021-07-05 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.45,14.99,12.18,15.55,1019,,,90,1.5,225,,,,,,100,804,Clouds,overcast clouds,04n
1625472000,2021-07-05 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.33,,13.21,14.25,11.18,15.55,1018,,,93,1.71,225,,,,,,100,804,Clouds,overcast clouds,04n
1625475600,2021-07-05 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.81,,13.02,13.73,11.18,14.99,1019,,,95,1.86,226,,,,,,100,804,Clouds,overcast clouds,04n
1625479200,2021-07-05 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.54,14.15,12.18,14.99,1019,,,96,2.03,235,,,,,,100,804,Clouds,overcast clouds,04n
1625482800,2021-07-05 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.25,,12.47,13.11,11.18,14.43,1019,,,95,1.92,242,,,,,,100,804,Clouds,overcast clouds,04n
1625486400,2021-07-05 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.09,,12.15,12.91,10.18,13.88,1019,,,94,1.75,247,,,,,,100,804,Clouds,overcast clouds,04n
1625490000,2021-07-05 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.6,,12.81,13.5,12.18,14.43,1020,,,95,1.81,245,,,,,,100,804,Clouds,overcast clouds,04d
1625493600,2021-07-05 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.26,,13.74,16.16,13.18,17.21,1021,,,85,1.55,244,,,,,,100,804,Clouds,overcast clouds,04d
1625497200,2021-07-05 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.34,,13.86,17.22,16.57,18.88,1021,,,80,0.7,287,,,,,,84,803,Clouds,broken clouds,04d
